gene_id,gene_symbol,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000005801,,7.6175,7.5920,7.9721,7.6723,8.0913,7.6469,7.7478,7.3202
ENSG00000005810,,11.3591,11.1376,11.1184,11.1624,11.2892,11.3624,11.2334,11.2491
ENSG00000005812,,10.3778,10.5896,10.1945,10.9227,9.9026,10.3424,10.3026,10.7974
ENSG00000005882,,9.2214,9.2533,9.2955,9.2490,9.4403,9.1143,9.4654,9.5437
ENSG00000005884,,9.4360,9.5155,10.3758,10.7001,10.1404,10.8799,10.3573,10.5920
ENSG00000005889,,9.3757,9.3723,9.3546,9.4409,9.5092,9.6402,9.9800,10.0892
ENSG00000005893,,12.2834,12.2846,12.3645,12.4897,12.2292,12.2795,12.3245,12.4160
ENSG00000005955,,10.3435,10.4800,10.5539,10.6216,10.5006,10.4220,10.2901,10.5999
ENSG00000005961,,2.5569,3.7306,3.4820,2.4535,2.7958,2.1934,4.0183,3.5344
ENSG00000006007,,10.8896,10.9926,11.0392,11.2891,11.2454,11.3235,10.8755,11.1225
ENSG00000006015,,8.9832,9.0159,8.4454,8.1602,7.7930,8.0368,8.8017,8.6367
ENSG00000006016,,7.0218,6.7416,6.3938,6.9470,6.0892,6.9198,8.0493,8.1264
ENSG00000006025,,7.8119,7.2124,7.8869,6.8754,7.3046,6.1361,7.8050,6.7958
ENSG00000006042,,11.5108,11.3834,11.6015,11.5985,11.6759,11.6746,11.6347,11.6383
ENSG00000006062,,8.0592,7.9713,7.8660,6.8937,7.9349,6.9945,7.7623,6.9520
ENSG00000006114,,10.2249,9.6337,10.1185,9.7087,10.3511,9.7592,10.0717,9.6194
ENSG00000006118,,8.9720,8.5544,8.9422,8.5702,9.2938,8.7333,8.6924,8.0362
ENSG00000006125,,12.7750,12.5470,12.6876,12.8970,12.7489,12.7173,12.5653,12.7823
ENSG00000006194,,9.0458,8.9781,8.9521,9.3382,9.1417,9.2390,9.0846,9.0737
ENSG00000006210,,2.5569,2.9440,1.4306,2.4535,1.8268,3.5511,3.8107,5.0798
ENSG00000006282,,10.7378,10.5222,10.1446,10.0609,10.4384,10.3839,10.5241,10.4431
ENSG00000006283,,6.7995,5.6785,5.1257,3.0811,7.0695,5.8083,6.4575,4.7797
ENSG00000006327,,9.0458,8.6049,9.1481,8.5927,9.2583,9.9264,9.3062,8.6056
ENSG00000006432,,2.5569,2.4499,2.7938,3.0811,3.4841,2.5858,1.0607,1.6403
ENSG00000006451,,10.7737,10.0051,9.9219,9.6669,10.3854,9.6910,10.2261,9.7297
ENSG00000006453,,7.1163,6.8006,7.4635,7.3415,7.3801,7.2995,7.4312,7.1041
ENSG00000006459,,8.7179,8.5153,8.1677,8.7560,8.6195,8.0640,8.8968,9.0479
ENSG00000006468,,7.7146,6.7265,7.4635,7.4926,7.1918,7.3635,8.4225,8.1264
ENSG00000006530,,8.2143,8.2714,8.1930,8.2478,8.4823,8.3871,8.1901,8.2010
ENSG00000006534,,9.7411,10.2731,10.2049,10.3203,10.3360,10.8444,9.1577,9.8033
ENSG00000006576,,9.8196,9.5111,10.3497,9.9843,10.1609,9.6772,10.6258,10.0723
ENSG00000006606,,1.9748,2.4499,2.7938,1.3176,2.7958,3.0264,1.6654,1.6403
ENSG00000006607,,9.3173,9.6776,9.6154,10.1789,9.1632,10.0267,9.6483,10.2434
ENSG00000006625,,7.6669,7.7043,7.5245,7.2455,7.9449,7.9010,7.5446,7.1478
ENSG00000006634,,6.5960,6.3059,6.4785,6.1827,6.5992,6.2215,6.7178,6.2710
ENSG00000006638,,6.4745,5.7401,6.5843,6.0263,6.0154,5.1709,6.2048,5.8087
ENSG00000006652,,9.7640,9.8445,9.7955,9.7741,10.3918,10.3046,10.3223,10.1829
ENSG00000006695,,7.3502,7.3956,7.5574,7.6075,7.4795,7.9969,7.2475,7.4997
ENSG00000006704,,8.2425,7.9520,8.2013,7.9928,8.1355,7.6314,8.3475,8.4571
ENSG00000006712,,9.9205,9.9179,10.3175,10.0609,10.3863,10.0483,10.1620,9.9572
ENSG00000006715,,10.9712,10.7866,11.1510,11.2022,11.2287,11.1704,11.2058,11.1450
ENSG00000006740,,5.2151,4.9075,4.5784,4.8004,5.0560,4.8156,5.7314,5.8882
ENSG00000006744,,9.8259,10.0284,9.8200,9.8484,9.8557,9.9094,9.5577,9.9355
ENSG00000006747,,1.9748,2.1203,0.8858,0.0000,1.4320,1.6527,1.6654,1.6403
ENSG00000006756,,8.5811,8.3672,8.6960,8.7001,8.8467,8.7429,8.9326,9.2191
ENSG00000006757,,6.8735,7.2967,7.2227,7.0152,7.4377,7.3126,7.2680,7.2517
ENSG00000006788,,2.2950,5.3240,0.0000,1.3176,2.3911,3.7171,0.0000,4.4708
ENSG00000006831,,10.0311,10.1721,9.9763,10.3119,9.9713,10.1741,9.8986,10.1894
ENSG00000006837,,4.1381,2.9440,3.5875,3.5169,3.9482,3.3635,4.1119,3.2433
ENSG00000007001,,1.9748,2.1203,2.1346,0.0000,1.8268,0.0000,1.0607,1.0417
ENSG00000007038,,0.9832,0.0000,2.3893,1.9946,0.0000,0.0000,1.0607,2.3881
ENSG00000007047,,9.5016,9.5589,9.4781,9.6906,9.7010,9.6479,9.5721,9.7242
ENSG00000007080,,9.2378,9.6051,9.2113,9.1985,9.3846,9.7083,9.0075,9.2794
ENSG00000007168,,11.6065,11.6655,11.6571,11.7997,11.6597,11.7487,11.5942,11.7320
ENSG00000007171,,0.0000,1.6923,0.0000,0.0000,1.4320,1.2807,2.6848,1.0417
ENSG00000007202,,12.0014,11.8698,12.1167,12.0421,12.0818,12.2395,12.0199,12.0405
ENSG00000007237,,8.6281,7.0024,8.0388,5.9929,7.8839,6.6994,10.5113,9.5959
ENSG00000007255,,6.9889,7.3470,6.6344,7.4316,6.8952,6.9782,6.9635,6.7539
ENSG00000007312,,0.9832,1.6923,0.0000,2.8011,2.3911,0.0000,1.0607,1.6403
ENSG00000007341,,7.0855,6.9513,7.0396,6.8570,7.3353,7.7366,7.2982,7.6517
ENSG00000007372,,5.0117,5.3240,4.5784,5.0804,4.2987,4.8156,5.5086,5.4022
ENSG00000007376,,8.1060,8.2610,7.5767,7.5163,8.0410,8.1787,7.8933,8.0707
ENSG00000007384,,10.9198,11.0339,10.7190,10.5459,10.6845,10.8178,10.8630,11.0365
ENSG00000007392,,9.5569,9.3674,9.4434,9.2770,9.4735,9.2080,9.4112,9.3443
ENSG00000007402,,4.2160,3.9548,3.4820,4.9472,3.7800,3.0264,4.2826,5.0798
ENSG00000007516,,2.5569,3.3114,2.7938,3.0811,3.4841,3.2596,3.1047,3.6606
ENSG00000007520,,8.9176,9.0190,8.6960,8.5588,8.6953,9.0261,8.7517,8.8536
ENSG00000007541,,9.4820,9.4387,9.1779,9.1078,9.0909,9.4905,9.2429,9.5959
ENSG00000007545,,7.6389,7.8579,7.5958,7.7937,7.7251,7.7654,7.7478,7.6668
ENSG00000007866,,10.4928,11.1694,10.4907,11.0036,10.0485,10.6243,10.2534,10.8685
ENSG00000007923,,9.1008,9.2186,9.2196,9.1985,9.4526,9.4963,9.1983,9.1854
ENSG00000007933,,9.5400,9.7764,10.8520,11.2068,7.5790,7.9560,8.2531,8.2368
ENSG00000007944,,8.5133,8.1001,8.7930,8.1752,8.7730,8.3177,8.4496,7.9461
ENSG00000007952,,3.4288,3.7306,2.9602,3.8512,3.4841,3.7171,2.4179,3.3962
ENSG00000007968,,0.9832,2.4499,0.8858,1.9946,0.0000,1.2807,0.0000,0.0000
ENSG00000008018,,10.6719,10.6895,10.5661,10.6766,10.4384,10.4606,10.5080,10.5324
ENSG00000008056,,3.1400,4.7961,4.4722,4.5476,3.7800,4.1823,3.9182,4.5381
ENSG00000008083,,8.0853,8.1855,7.9175,8.3635,8.0364,8.5988,7.9514,8.5938
ENSG00000008086,,6.5960,6.6644,6.7750,5.8130,6.9257,6.9864,6.8594,6.6360
ENSG00000008118,,1.9748,2.1203,3.1094,1.9946,3.1114,1.9483,2.9100,3.7766
ENSG00000008128,,5.0117,4.7369,4.4160,3.9932,3.6879,3.7171,5.0695,4.9375
ENSG00000008130,,10.2849,10.9839,10.2276,11.0501,10.2621,10.7173,10.2275,11.3561
ENSG00000008226,,3.2916,2.4499,2.3893,1.9946,2.6076,1.6527,2.6848,3.9838
ENSG00000008256,,10.7928,11.7347,11.3303,12.4340,11.2009,12.5916,11.1661,12.4579
ENSG00000008277,,4.1381,4.0551,4.3575,4.4525,4.2351,3.7171,4.6992,4.1650
ENSG00000008282,,10.8390,10.9428,10.6978,11.2639,10.6522,10.9150,10.9613,11.1490
ENSG00000008283,,9.0956,9.0678,9.0220,8.9857,9.0637,9.2270,8.9034,8.8236
ENSG00000008294,,11.4278,11.3123,11.5514,11.5504,11.4348,11.4494,11.6474,11.6239
ENSG00000008300,,5.9441,6.5139,6.2242,6.2120,6.7319,6.9782,6.3073,6.5408
ENSG00000008311,,8.9176,10.0498,8.9069,9.9345,8.5848,9.5357,8.9261,10.1907
ENSG00000008323,,2.9705,3.8471,2.1346,2.4535,3.3702,3.8660,2.6848,2.6539
ENSG00000008324,,6.7739,7.4240,6.1911,7.2596,6.5478,6.7191,6.9635,7.2416
ENSG00000008382,,6.3242,6.2221,6.2404,6.2120,6.5608,6.7289,6.2467,6.4389
ENSG00000008394,,11.3773,11.6212,11.2972,11.5060,12.5785,12.5024,11.4188,11.4697
ENSG00000008405,,7.9322,8.1911,7.8396,7.9499,7.8839,8.2034,8.4087,8.0707
ENSG00000008438,,0.0000,2.9440,0.8858,1.3176,0.8868,0.7780,0.0000,2.0622
ENSG00000008441,,13.7033,13.3695,13.4757,13.1477,13.3242,13.0146,13.6780,13.3441
ENSG00000008513,,10.9733,10.3953,10.5376,9.7790,11.1392,10.6957,10.7852,10.1737
ENSG00000008516,,1.9748,1.0813,1.8251,0.0000,2.6076,2.1934,1.6654,2.0622
ENSG00000008517,,8.0853,7.0758,8.1025,7.1875,6.3060,6.1795,8.3035,7.4481
ENSG00000008710,,12.2534,12.5395,12.1241,12.2584,11.8258,12.6576,12.3085,12.9760
ENSG00000008735,,3.7761,4.6108,4.0233,4.3506,4.0254,3.4603,4.0183,4.8342
ENSG00000008838,,10.2296,10.1282,10.1294,9.9991,10.2481,10.2683,10.1175,10.2231
ENSG00000008853,,8.7146,9.0886,8.7595,9.3678,8.7702,9.2010,9.0075,9.7774
ENSG00000008869,,9.4938,9.4956,9.3713,9.4593,9.4064,9.4049,9.5155,9.5979
ENSG00000008952,,12.0936,12.2536,12.1542,12.3962,12.2545,12.4954,12.3737,12.4232
ENSG00000008988,,13.6306,13.6709,13.4342,13.3454,13.2480,13.2100,13.3282,13.2644
ENSG00000009307,,13.8281,13.8059,14.0397,14.0811,14.0437,13.9472,13.8393,13.9538
ENSG00000009335,,10.9464,11.1546,10.8744,11.1463,11.0109,11.1806,10.8863,11.0681
ENSG00000009413,,12.2502,13.3831,12.1103,13.4018,12.2060,12.8478,12.3178,13.6310
ENSG00000009694,,4.3602,3.1394,1.4306,1.9946,1.4320,0.0000,1.0607,1.0417
ENSG00000009724,,5.2526,5.0110,5.8318,5.2024,5.1963,4.9215,5.7016,5.2896
ENSG00000009780,,7.2333,7.8717,7.0303,7.9499,6.9752,7.1551,7.2578,7.7754
ENSG00000009790,,4.2160,3.7306,3.7779,3.5169,3.4841,3.4603,3.5680,3.5344
ENSG00000009830,,8.7011,8.8687,8.5470,8.7855,8.7561,8.7739,8.6695,8.5899
ENSG00000009844,,9.6633,9.5525,9.7982,9.6696,9.8518,9.7805,9.6754,9.7634
ENSG00000009950,,1.5626,3.4651,0.8858,1.3176,0.0000,0.0000,0.0000,2.6539
ENSG00000009954,,11.4180,11.5091,11.4923,11.5222,11.6612,11.4431,11.5902,11.5278
ENSG00000010017,,10.3117,11.0955,10.3693,11.2709,10.5006,10.8046,10.5784,11.4714
ENSG00000010030,,4.8254,3.9548,4.1664,3.6937,3.7800,3.0264,4.2826,3.2433
ENSG00000010072,,7.3759,7.3069,7.4284,7.5512,7.5000,7.3126,7.4847,7.3764
ENSG00000010165,,9.8551,10.0330,9.9332,9.8201,9.7741,9.6492,9.7771,9.7224
ENSG00000010219,,7.6175,7.4610,7.7112,7.3678,7.7707,7.5784,7.5530,7.2814
ENSG00000010244,,10.9928,11.1232,10.8461,10.9567,11.1179,11.2118,10.7133,10.8612
ENSG00000010256,,10.6378,10.9534,10.4607,10.9567,10.7111,11.1627,10.3962,11.0226
ENSG00000010270,,9.7477,9.8091,9.4729,9.5768,9.6742,9.5371,9.3283,9.5063
ENSG00000010278,,11.5764,11.9408,11.6650,12.4097,11.1597,11.8194,11.9344,12.4434
ENSG00000010292,,10.3457,10.1651,10.1777,10.2636,10.0884,10.0657,10.1877,10.4232
ENSG00000010295,,10.4461,10.4214,10.5059,10.2584,9.6362,9.5481,10.3333,10.3974
ENSG00000010310,,3.5541,2.7180,4.6773,3.3154,4.3597,3.2596,4.6376,3.7766
ENSG00000010318,,6.0753,5.9885,6.1048,6.5006,6.1933,5.6734,6.4752,6.5571
ENSG00000010322,,11.3304,11.0423,11.4497,11.1097,11.6322,11.3752,11.3764,11.2031
ENSG00000010361,,7.5287,7.6412,7.6516,7.6294,7.0042,7.1035,7.4934,7.9148
ENSG00000010404,,10.5016,10.5101,10.9756,11.2158,10.8490,11.1129,10.9255,11.1697
ENSG00000010438,,2.5569,2.7180,3.2446,3.0811,3.9482,4.7014,4.8697,4.4002
ENSG00000010539,,6.9778,6.8006,6.8929,6.9643,7.0325,6.9945,7.0606,6.6962
ENSG00000010610,,4.9673,4.7369,6.3495,6.2120,6.8321,6.6178,4.7583,4.2478
ENSG00000010626,,7.1953,6.9117,7.3705,7.3011,7.1750,7.0186,7.3662,6.9145
ENSG00000010704,,8.9720,8.4615,8.9814,8.9338,8.6835,8.5446,8.9737,9.0334
ENSG00000010803,,9.5343,9.5822,9.5187,9.6102,9.6817,9.5426,9.5763,9.5640
ENSG00000010810,,10.6891,10.8681,10.4554,10.4445,11.0501,10.9976,10.4842,10.6009
ENSG00000010818,,10.6589,10.2574,10.5725,10.1143,10.7336,10.5201,10.5410,10.1855
ENSG00000010932,,3.8754,4.5434,6.1048,6.5242,0.0000,4.0009,4.6992,4.6639
ENSG00000011007,,10.1770,10.2535,9.9054,10.2028,10.0520,10.1795,9.8970,10.1225
ENSG00000011009,,8.7897,9.0466,8.6990,8.7708,8.7730,9.0786,8.7335,8.9463
ENSG00000011021,,9.4134,9.3428,9.0614,9.1577,9.1482,9.1975,9.2737,9.5640
ENSG00000011028,,14.1188,13.8677,14.3113,13.9737,13.9019,13.7826,14.1621,13.9882
ENSG00000011105,,11.5494,11.6719,11.4528,11.7949,11.4659,11.8812,12.0311,12.3066
ENSG00000011114,,10.2871,10.2495,10.0311,10.2335,10.2134,10.2940,10.1957,10.1999
ENSG00000011132,,7.5134,7.8085,7.5509,7.4316,7.5726,7.5998,7.4847,7.6743
ENSG00000011143,,7.5056,7.2124,7.4355,7.0152,6.9556,6.6386,7.3081,7.1261
ENSG00000011198,,9.1903,10.6308,9.4504,10.5941,10.0462,10.4429,9.2913,10.8076
ENSG00000011243,,9.3672,9.3964,9.4257,9.1078,9.6347,9.2959,9.3596,9.2521
ENSG00000011258,,8.6875,8.2870,8.4524,8.3958,8.6953,8.2034,8.8296,8.5779
ENSG00000011260,,8.8520,9.0344,8.3171,8.7807,8.5095,8.6510,8.4674,8.6894
ENSG00000011275,,10.7061,10.6982,10.6590,10.6407,10.8510,10.8908,10.7447,10.7749
ENSG00000011295,,8.6102,8.6931,8.5372,8.9513,8.5943,8.6277,8.6618,8.6519
ENSG00000011304,,11.7781,12.0707,11.3871,11.8189,11.5819,11.9589,11.7259,12.0295
ENSG00000011332,,3.5541,3.3114,4.0233,3.8512,3.4841,4.1823,2.6848,3.0723
ENSG00000011347,,7.4822,6.8149,7.1033,6.4766,7.6355,6.7386,8.0728,6.6664
ENSG00000011376,,9.1008,9.0738,8.5633,8.6474,8.6101,8.7739,8.5575,8.4658
ENSG00000011405,,10.0904,10.4710,10.3610,10.6819,10.6042,10.9118,10.3740,10.7905
ENSG00000011422,,8.5737,8.6090,8.7367,8.4886,8.1784,8.6510,8.7876,8.7187
ENSG00000011426,,7.9437,7.9968,7.7344,7.7643,7.8683,7.8120,7.7623,7.6743
ENSG00000011451,,10.6011,10.8620,10.4650,10.4321,10.4870,10.5806,10.5763,10.5498
ENSG00000011454,,10.8374,10.9847,10.9961,11.7132,10.9459,11.3868,10.9699,11.3711
ENSG00000011465,,17.7107,17.7072,18.4513,18.2854,17.9262,17.7719,18.6502,18.5891
ENSG00000011478,,6.6390,7.1905,6.8082,7.6617,6.7203,7.5008,6.9124,7.4394
ENSG00000011485,,9.5920,10.2705,9.5950,9.9607,9.7573,10.2189,9.5133,10.1999
ENSG00000011523,,9.4380,9.5631,9.7307,9.7010,9.7430,9.7933,9.4830,9.9740
ENSG00000011566,,9.7493,10.3748,10.1019,10.8157,10.1736,11.0884,9.8621,10.8330
ENSG00000011590,,1.9748,2.9440,2.7938,1.3176,0.8868,2.4029,0.0000,0.0000
ENSG00000011600,,0.0000,1.0813,2.1346,2.4535,0.0000,0.0000,2.0902,1.6403
ENSG00000011638,,9.8717,9.8322,9.5402,9.9949,9.5325,9.4660,9.9675,10.0652
ENSG00000012048,,8.3018,6.7861,8.4732,7.1577,8.1180,6.9198,8.1739,7.3672
ENSG00000012061,,9.6334,9.7049,9.8732,9.5222,9.7853,10.0227,9.4808,9.5620
ENSG00000012171,,10.7976,10.0361,10.9085,9.9323,10.1758,9.5523,10.5525,9.9801
ENSG00000012174,,9.4461,9.4059,9.4292,9.5908,9.4190,9.6645,9.4654,9.5539
ENSG00000012211,,6.9323,7.2552,6.7638,6.6793,6.9054,7.0265,6.8184,7.1041
ENSG00000012232,,10.1287,10.1006,10.2163,10.3748,10.4063,10.4693,10.2353,10.4064
ENSG00000012660,,10.9649,10.9839,11.0979,11.7003,10.9165,11.4316,10.9832,11.4546
ENSG00000012817,,10.0630,10.1079,10.0555,9.8739,10.2082,9.9825,1.0607,1.0417
ENSG00000012822,,12.1456,12.5182,12.4855,12.8426,12.4032,12.5884,12.2977,13.0290
ENSG00000012963,,9.1287,9.1968,9.1821,9.1501,8.9015,8.5362,9.2787,9.1017
ENSG00000012983,,10.7664,10.6103,10.9356,10.8441,11.0816,11.0021,10.9077,10.8346
ENSG00000013016,,10.9407,11.8621,10.6098,10.5702,10.6042,11.2295,10.3453,10.6672
